Date,Open,High,Low,Close,Adj Close,Volume
8/30/2017,91.25,91.87999725,91.19000244,91.30999756,78.53049469,9165300
8/31/2017,91.80999756,91.84999847,90.80000305,90.88999939,78.16928101,13217400
9/1/2017,91.25,92.36000061,90.94999695,91.69999695,78.86591339,9815800
9/5/2017,91.01999664,91.11000061,89.01999664,89.51000214,76.98242188,16897300
9/6/2017,90,90.51999664,89.63999939,90.11000061,77.4984436,11845700
9/7/2017,90.11000061,90.12999725,88.08000183,88.52999878,76.1395874,14592300
9/8/2017,88.30999756,89.41999817,88.23999786,88.41999817,76.04497528,14242200
9/11/2017,89.38999939,90.25,88.94999695,89.79000092,77.22323608,13219000
9/12/2017,90.16999817,91.25,90.09999847,90.88999939,78.16928101,14003800
9/13/2017,90.61000061,91.5,90.31999969,91.15000153,78.39289856,12485400
9/14/2017,91.19999695,91.52999878,90.73999786,90.97000122,78.23807526,10562800
9/15/2017,91.08000183,91.70999908,90.76000214,91.62000275,78.7971344,18171800
9/18/2017,91.93000031,93.13999939,91.84999847,92.91999817,79.91516113,11318700
9/19/2017,92.70999908,94.36000061,92.51999664,93.94000244,80.79242706,12626100
9/20/2017,94.09999847,95.29000092,93.70999908,94.59999847,81.36004639,15311600
9/21/2017,94.45999908,95.37000275,94.19000244,95.02999878,81.72987366,10851500
9/22/2017,94.69999695,94.98000336,94.43000031,94.83000183,81.5578537,8358300
9/25/2017,94.51000214,94.87999725,93.44999695,94.12000275,80.94722748,10463400
9/26/2017,93.77999878,94.02999878,93.33999634,93.69999695,80.58598328,9358100
9/27/2017,94.97000122,95.72000122,94.58000183,95.18000031,81.85887146,15090200
9/28/2017,95.58999634,95.87999725,94.91000366,95.37999725,82.03086853,10270400
9/29/2017,95.30000305,95.51999664,95.01999664,95.51000214,82.14268494,11438400
10/2/2017,95.76999664,96.87999725,95.45999908,96.83999634,83.28652954,13797200
10/3/2017,96.83000183,97.43000031,96.76999664,97.34999847,83.72515869,9633500
10/4/2017,97.30000305,97.44000244,96.27999878,96.36000061,82.87372589,12166600
10/5/2017,96,97.40000153,95.55000305,97.08999634,83.98964691,14236200
10/6/2017,97.55000305,97.63999939,96.47000122,96.91999817,83.84259796,10231900
10/9/2017,96.95999908,97.06999969,96.13999939,96.41000366,83.40140533,7765100
10/10/2017,96.45999908,97.18000031,96.23999786,97.12999725,84.02424622,10631500
10/11/2017,96.83000183,97.01000214,96.13999939,96.83999634,83.77337646,14283600
10/12/2017,97.30000305,97.5,95.62000275,95.98999786,83.03807068,18251600
10/13/2017,95.48000336,96.70999908,94.95999908,95.86000061,82.9256134,13190600
10/16/2017,96.33999634,97.94999695,96.33999634,97.83999634,84.63845825,12434000
10/17/2017,98.06999969,98.18000031,97.31999969,97.62000275,84.44813538,10335700
10/18/2017,98.15000153,98.55000305,97.62999725,97.98999786,84.76821899,10158600
10/19/2017,97.19000244,98.19999695,97.08999634,98.11000061,84.87203979,9133900
10/20/2017,99.27999878,99.88999939,98.73000336,99.51000214,86.08312988,15326600
10/23/2017,99.51000214,99.98999786,99.23999786,99.33999634,85.93606567,9238600
10/24/2017,99.87999725,101.1900024,99.76000214,100.9199982,87.3028717,13000800
10/25/2017,101.25,101.4499969,100.1900024,101.0199966,87.38938141,14632700
10/26/2017,101.3499985,102.4199982,101.3199997,101.7399979,88.01222992,13054400
10/27/2017,101.4300003,102.2300034,101.0500031,101.7699966,88.03817749,10400400
10/30/2017,101.1299973,101.9300003,100.8700027,101.4100037,87.72676086,8839500
10/31/2017,101.3700027,101.6999969,100.5699997,100.6100006,87.03470612,8690200
11/1/2017,101.0999985,101.6999969,100.7300034,100.9199982,87.3028717,8418200
11/2/2017,100.8700027,101.7699966,100.1600037,101.5899963,87.88246918,8731800
11/3/2017,101.0999985,101.5299988,100.7300034,101.4100037,87.72676086,7103500
11/6/2017,101.3399963,101.6900024,100.6600037,100.7799988,87.18175507,8121500
11/7/2017,100.5599976,100.75,98.25,98.75,85.42568207,18822600
11/8/2017,98.26999664,98.37000275,97.15000153,97.63999939,84.46544647,18524700
11/9/2017,97.12000275,98.22000122,96.80999756,97.62999725,84.45677185,13697800
11/10/2017,97.80999756,98.33999634,97.5,97.51000214,84.35300446,9314000
11/13/2017,96.69000244,98.05000305,96.62000275,97.86000061,84.65575409,9303100
11/14/2017,97.33999634,97.77999878,96.84999847,97.26999664,84.14537811,11043800
11/15/2017,96.38999939,98.73999786,95.94999695,98.19000244,84.9412384,15384100
11/16/2017,98.52999878,99.05999756,98.30999756,98.47000122,85.18344879,9808000
11/17/2017,97.81999969,98.41000366,97.56999969,98.13999939,84.897995,9017900
11/20/2017,98.44999695,99.15000153,97.76000214,99.01000214,85.65058136,9483200
11/21/2017,99.5,99.55000305,98.91000366,98.93000031,85.58139801,13389400
11/22/2017,99.02999878,99.51999664,98.58999634,98.63999939,85.330513,7342200
11/24/2017,98.83000183,98.90000153,98.26000214,98.31999969,85.05368042,3680000
11/27/2017,98.30999756,99.12999725,97.93000031,97.93000031,84.71631622,13076200
11/28/2017,98.20999908,101.6999969,97.97000122,101.3600006,87.68351746,16773000
11/29/2017,102.4100037,104.2200012,101.9599991,103.7300034,89.73371124,21105500
11/30/2017,104.7399979,106.6600037,104.0400009,104.5199966,90.41712189,23945900
12/1/2017,104.9000015,105.3199997,102.1999969,104.7900009,90.6506958,19683500
12/4/2017,107.7300034,108.4000015,106.7699966,106.9499969,92.51924133,23576600
12/5/2017,105.5800018,107.4100037,104.1200027,105.7200012,91.45521545,17193900
12/6/2017,105.5500031,105.7600021,104.5299988,104.9300003,90.77178955,15476200
12/7/2017,103.9499969,105.1900024,103.7300034,104.6200027,90.50362396,13371800
12/8/2017,104.75,105.9400024,104.3399963,105.9300003,91.63686371,13506900
12/11/2017,105.7200012,106.0599976,105.3099976,105.6200027,91.36871338,10591200
12/12/2017,106.9100037,107.3700027,105.5400009,106.8499985,92.432724,15508800
12/13/2017,106.6999969,107.1100006,105.4800034,105.5100021,91.27355194,15020300
12/14/2017,106.1200027,106.4499969,104.6399994,104.6600037,90.5382309,13034200
12/15/2017,105.7900009,106.5199966,105.1999969,106.1399994,91.81854248,29350600
12/18/2017,107.1900024,107.6299973,106.4800034,106.9599991,92.52790833,12713100
12/19/2017,107.3499985,107.4899979,106.4400024,106.5100021,92.1386261,12149900
12/20/2017,107.5999985,107.7300034,106.0899963,106.1399994,91.81854248,13091500
12/21/2017,106.5899963,108.0699997,106.5599976,107.8300018,93.28050995,12323700
12/22/2017,108.1999969,108.4599991,106.8099976,107.4499969,92.95178223,14573400
12/26/2017,107.1999969,107.9899979,106.4000015,107.0199966,92.57980347,7403700
12/27/2017,106.6699982,107.2900009,106.6699982,107.2200012,92.75282288,9496500
12/28/2017,107.4000015,107.8399963,107.1600037,107.7900009,93.24589539,7440600
12/29/2017,108.0899963,108.2799988,106.9400024,106.9400024,92.51060486,8925700
1/2/2018,107.6299973,108.0199966,106.8099976,107.9499969,93.38432312,13578800
1/3/2018,107.8600006,108.4899979,107.4800034,108.0599976,93.4794693,11901000
1/4/2018,108.3600006,110.0299988,108.1999969,109.0400009,94.81863403,12953700
1/5/2018,109.2600021,109.5500031,107.7799988,108.3399963,94.20992279,14155000
1/8/2018,108.1500015,108.6800003,107.6999969,108.5,94.34905243,12466500
1/9/2018,108.7200012,109.6299973,108.4899979,109.0500031,94.82731628,13292300
1/10/2018,109.4700012,110.6999969,109.3899994,110.25,95.87078857,15834500
1/11/2018,110.6699982,110.9300003,110.0500031,110.8399963,96.3838501,13676800
1/12/2018,111.6500015,112.8499985,110.8399963,112.6699982,97.97517395,18884200
1/16/2018,111.5100021,113.4300003,111.0699997,112.2699966,97.62735748,22703300
1/17/2018,111.8899994,113.3000031,111.3099976,112.9899979,98.25343323,14940300
1/18/2018,112.7600021,113.7200012,112.2699966,113.2600021,98.48822784,14572900
1/19/2018,113.9400024,114.3399963,112.8000031,113.0100021,98.27082062,18785500
1/22/2018,112.6600037,114.3899994,112.5,114.3300018,99.41869354,12475700
1/23/2018,113.6699982,114.6399994,113.3499985,114.2099991,99.31433105,12320800
1/24/2018,114.8600006,116,114.6600037,115.6699982,100.5839081,15904500
1/25/2018,116.0400009,116.1699982,115.0800018,115.6999969,100.6100006,13510000
1/26/2018,115.6999969,116.3199997,114.9599991,116.3199997,101.1491394,13883900
1/29/2018,116.0199966,117.3499985,116.0199966,116.1999969,101.0447845,11679900
1/30/2018,115.5299988,116.5999985,114.9800034,115.1100006,100.0969543,14279100
1/31/2018,115.6500015,116.6600037,115.1600037,115.6699982,100.5839081,13141400
2/1/2018,115.7699966,116.9899979,115.4800034,116.8700027,101.6274185,13800600
2/2/2018,116.4899979,116.9199982,114.0899963,114.2799988,99.37522888,16477300
2/5/2018,113,114.5899963,103.9800034,108.8000031,94.60993195,30097600
2/6/2018,106.8499985,112.4800034,106.6100006,112.1100006,97.48822021,33114800
2/7/2018,111.5500031,114.4499969,111.1500015,112.8700027,98.149086,21878300
2/8/2018,113.1100006,113.1100006,107.8399963,107.8799973,93.80990601,27425800
2/9/2018,109.0999985,111.0500031,106.2300034,110.0400009,95.68820953,28188000
2/12/2018,111.1699982,112.7300034,110.0699997,111.7399979,97.16648865,18043300
2/13/2018,111.3199997,113.0500031,110.8000031,112.4300003,97.76649475,16358200
2/14/2018,112.6299973,115.2699966,112.5299988,115.0299988,100.0273972,15186900
2/15/2018,115.7399979,115.9899979,114.2200012,115.5100021,100.4447861,12130200
2/16/2018,114.5500031,116.0699997,114.5,114.6800003,99.72305298,13214300
2/20/2018,114.6500015,115.3899994,113.9700012,114.7099991,99.74913025,13461500
2/21/2018,115,117.4499969,114.6699982,115.1900024,100.1665192,14212500
2/22/2018,115.5,116.4300003,114.7600021,114.9800034,99.98390961,17070400
2/23/2018,115.3099976,117.3899994,115.3099976,117.3099976,102.010025,12162500
2/26/2018,118.1399994,118.9000015,117.3199997,118.7699966,103.2795868,16511200
2/27/2018,118.9100037,119.3300018,117.3499985,117.3600006,102.0535126,17563300
2/28/2018,117.8199997,118.4899979,115.3399963,115.5,100.4360886,17735600
3/1/2018,115.4800034,116.6399994,112.6500015,113.4300003,98.63606262,18690000
3/2/2018,112.3899994,113.5599976,111.1200027,113.3199997,98.5404129,18353700
3/5/2018,112.0500031,115.9300003,111.8899994,115.0599976,100.0534744,13933000
3/6/2018,115.6399994,115.8199997,114.3199997,115.1600037,100.1404343,10674400
3/7/2018,113.75,115.0999985,113.1100006,114.7300034,99.76651764,13006500
3/8/2018,115.1100006,115.2300034,113.2099991,114.7399979,99.77523041,11173700
3/9/2018,116.5500031,118.0800018,115.6699982,118.0400009,102.6447906,15366600
3/12/2018,118,118.75,117.25,117.6600037,102.3143768,12339300
3/13/2018,118.1999969,118.4700012,115.8300018,116.25,101.0882721,13312300
3/14/2018,116.5599976,116.5899963,114.5999985,114.9499969,99.95782471,12905100
3/15/2018,115.8700027,116,114.8300018,115.2399979,100.2099915,8748000
3/16/2018,115.3399963,116.5999985,115.3399963,115.4400024,100.3839188,19888900
3/19/2018,115.0999985,115.4499969,113.3000031,114.5299988,99.59259796,13214900
3/20/2018,114.8700027,115.4499969,114.4499969,114.6399994,99.68825531,9921200
3/21/2018,114.8099976,116.6299973,114.2099991,114.7399979,99.77523041,13633000
3/22/2018,113.1999969,113.5999985,109.5400009,109.9499969,95.60993958,22550400
3/23/2018,110.2699966,110.9199982,106.7600021,107.0100021,93.05337524,23081500
3/26/2018,109.1900024,111.1600037,108.6500015,110.3099976,95.92297363,20217500
3/27/2018,111.0699997,111.6900024,107.3000031,108.1699982,94.06208801,18039900
3/28/2018,108.2799988,109.1699982,106.6500015,108,93.91426849,19189300
3/29/2018,108.5,110.7799988,107.7799988,109.9700012,95.62734985,13274600
4/2/2018,109.9599991,110.7300034,106.0800018,107.8499985,93.78382111,18822500
4/3/2018,108.3600006,109.5,107.2600021,109.3300018,95.07079315,14050700
4/4/2018,107.0999985,111.2099991,107.0199966,110.9899979,96.51429749,15302600
4/5/2018,111.6299973,112.8300018,111.3899994,111.8799973,97.78157806,16627000
4/6/2018,110.5500031,111.5500031,107.8199997,109.0899963,95.34314728,18906000
4/9/2018,110.0100021,112.9800034,109.8899994,110.4000015,96.48806763,15974300
4/10/2018,112.1299973,112.8700027,111.4199982,112.5100021,98.33217621,13951400
4/11/2018,111.6600037,111.8099976,110.5199966,110.6200027,96.68034363,14503300
4/12/2018,111.5599976,114.3899994,111.5,113.3700027,99.08381653,16435500
4/13/2018,115.0199966,115.1500015,109.0500031,110.3000031,96.40068054,39152800
4/16/2018,110.9400024,111.4700012,109.7900009,110.2099991,96.32200623,16580500
4/17/2018,111.3700027,111.9199982,109.9899979,110.2099991,96.32200623,15501400
4/18/2018,110.5299988,111.0699997,108.8899994,109.3199997,95.54416656,16081400
4/19/2018,109.5299988,111.8700027,109.5,111.7200012,97.64173889,17911000
4/20/2018,112.3000031,112.7399979,110.8799973,111.4700012,97.42324066,15584400
4/23/2018,111.5699997,111.9499969,110.6299973,110.9300003,96.95130157,11285800
4/24/2018,111.75,112.9000015,109.5899963,110.4100037,96.49681854,16453100
4/25/2018,110.2699966,110.5299988,108.5999985,109.9899979,96.12974548,13548200
4/26/2018,109.9700012,110.8199997,109.3399963,110.0999985,96.22589111,10299500
4/27/2018,109.5500031,110.1600037,109.1299973,109.4000015,95.6140976,9384000
4/30/2018,109.75,110.3000031,108.75,108.7799988,95.07221222,13744900
5/1/2018,108.4499969,108.9700012,107.5400009,108.7799988,95.07221222,10503400
5/2/2018,108.1100006,109.4899979,107.7300034,107.9199982,94.32058716,12162100
5/3/2018,107.5899963,107.7699966,105.1800003,107.2399979,93.72626495,15379100
5/4/2018,106.4300003,108.7399979,105.9800034,108.4300003,94.76631165,11967900
5/7/2018,108.7600021,109.6800003,108.3600006,109.3700027,95.58787537,9356700
5/8/2018,109.5299988,111.3399963,109.2799988,110.9899979,97.00371552,12543200
5/9/2018,111.4400024,113.6399994,111.0299988,113.4100037,99.11877441,11368100
5/10/2018,113.1900024,114.4400024,112.75,114.2900009,99.88789368,9159700
5/11/2018,114.4899979,114.7300034,113.6699982,113.8600006,99.51207733,10253000
5/14/2018,114.1100006,114.6999969,113.7399979,113.9000015,99.54704285,8710700
5/15/2018,113.9100037,113.9100037,112.5699997,113.0299988,98.7866745,11536200
5/16/2018,112.8899994,113.6900024,112.6299973,113.3399963,99.05760193,7571100
5/17/2018,113.1999969,113.4100037,112.1999969,112.9599991,98.72548676,8617200
5/18/2018,112.75,112.8000031,110.8399963,111.1299973,97.12608337,11806300
5/21/2018,112.0500031,112.5400009,111.9199982,112.1500015,98.01755524,9441900
5/22/2018,112.3499985,114.2900009,112.2900009,113.0100021,98.76915741,11507600
5/23/2018,112.5100021,112.7699966,111.1200027,112.4899979,98.31469727,11453900
5/24/2018,112.1399994,112.1500015,110.1200027,111.2300034,97.21347809,14084800
5/25/2018,110.4599991,111.0800018,110.1999969,110.6600037,96.71531677,8283500
5/29/2018,109.1800003,109.1999969,104.9599991,105.9300003,92.58136749,30643800
5/30/2018,107.6399994,108.5999985,106.6500015,108.3499985,94.69639587,17490800
5/31/2018,107.9499969,108.1900024,106.4199982,107.0100021,93.5252533,19808200
6/1/2018,108.3399963,108.9400024,107.8000031,108.4000015,94.74010468,13594200
6/4/2018,108.9899979,109.2600021,108.2699966,108.4499969,94.78379822,9415400
6/5/2018,108.2399979,108.3099976,107.0699997,107.8399963,94.25066376,10415200
6/6/2018,108.6600037,110.7399979,108.4800034,110.3600006,96.453125,15453600
6/7/2018,111.1800003,111.5,110.0299988,110.8000031,96.83766937,13444400
6/8/2018,110.6200027,111.1399994,110.0599976,111.1100006,97.10861969,10383200
6/11/2018,111.1200027,111.9100037,110.7699966,110.8300018,96.86388397,12642900
6/12/2018,111.1399994,111.5299988,109.5199966,110.1900024,96.30453491,15294100
6/13/2018,110.4599991,111.4499969,109.5800018,109.9700012,96.11227417,14979700
6/14/2018,110.2799988,110.3600006,107.7799988,108.0299988,94.41674805,20487300
6/15/2018,107.8000031,108.3799973,106.2699966,107.9000015,94.30312347,26028600
6/18/2018,107.2600021,108.4000015,106.6900024,108.1800003,94.54784393,9786800
6/19/2018,106.9000015,107.8799973,106.5999985,107.5500031,93.99720764,12707200
6/20/2018,108.1800003,108.6399994,107.4400024,107.5400009,93.98847961,8876900
6/21/2018,107.0999985,108.2099991,106.5299988,107.5100021,93.96225739,11048700
6/22/2018,108.1600037,108.3700027,105.5100021,105.75,92.42402649,19478900
6/25/2018,105.6600037,105.6999969,103.9599991,104.7900009,91.58500671,16907600
6/26/2018,104.7099991,105.2099991,103.1100006,104.8600006,91.6461792,17086800
6/27/2018,104.6800003,105.9199982,103.2300034,103.2399979,90.23033905,16276800
6/28/2018,103.6800003,105.4599991,103.5100021,104.9300003,91.70736694,14491300
6/29/2018,106.6800003,106.9000015,104.1500015,104.1999969,91.06936646,18972400
7/2/2018,103.7200012,105.0899963,103.3799973,105.0800018,91.83847809,11130000
7/3/2018,105.4100037,105.7799988,103.5199966,103.6100006,90.55371857,8311700
7/5/2018,104.1299973,104.3799973,103.5299988,103.7200012,91.14247894,10723400
7/6/2018,103.1200027,104.5,102.1999969,104.0599976,91.4412384,12173700
7/9/2018,104.7099991,107.4599991,104.7099991,107.2799988,94.27077484,13900800
7/10/2018,108.0199966,108.4000015,106.5299988,106.6200027,93.69081116,14575900
7/11/2018,106.3099976,107.0599976,106.2099991,106.3899994,93.48867798,10186500
7/12/2018,107.4199982,107.5599976,105.9700012,106.8499985,93.89289856,12456800
7/13/2018,107.3000031,107.8000031,105.1399994,106.3600006,93.46232605,21289100
7/16/2018,107.0500031,110.7699966,106.9800034,110.5800018,97.17058563,24662600
7/17/2018,110.6900024,110.9300003,109.75,110.5,97.10029602,14821900
7/18/2018,110.4199982,112.1200027,110.1999969,111.5299988,98.00538635,14244900
7/19/2018,111.0599976,111.0899963,109.7300034,109.8899994,96.56425476,16775300
7/20/2018,110,111.7399979,109.7799988,111.2799988,97.78570557,13578100
7/23/2018,111.0599976,114.2399979,110.9300003,113.3499985,99.60468292,18140000
7/24/2018,113.5500031,114.7799988,113.4199982,114.1500015,100.3076706,14000400
7/25/2018,113.8799973,115.5199966,113.3799973,115.1800003,101.2127686,13329100
7/26/2018,115.4199982,115.5899963,114.5800018,114.8499985,100.9227982,11897800
7/27/2018,115.1800003,116.3000031,114.8099976,116.0299988,101.9596939,12802700
7/30/2018,116.2799988,117.6100006,116.0599976,116.7300034,102.5748062,13411600
7/31/2018,117.0800018,117.0800018,114.8199997,114.9499969,101.0106659,15843800
8/1/2018,115.75,116.6900024,115.2799988,115.6600037,101.6345673,13531600
8/2/2018,114.5699997,116.25,114.3300018,116.1500015,102.0651474,11058100
8/3/2018,116,117.1299973,115.9400024,117.0899963,102.8911514,11016100
8/6/2018,116.7900009,117.5299988,116.1800003,117.1200027,102.917511,9857400
8/7/2018,117.7399979,118.2900009,117.3300018,117.5500031,103.2953949,10562100
8/8/2018,117.3300018,118.2699966,117.2799988,117.7900009,103.506279,8997100
8/9/2018,117.5100021,117.7200012,116.6999969,116.8799973,102.7066269,9694200
8/10/2018,115.5,115.9499969,114.6800003,115.7300034,101.6960831,12630600
8/13/2018,115.5599976,115.8799973,113.8199997,113.8899994,100.0791931,10336300
8/14/2018,114.2699966,115.0400009,113.6500015,114.6500015,100.7470398,10597600
8/15/2018,113.8199997,114.3300018,112.9700012,113.6999969,99.91223907,10152100
8/16/2018,114.3499985,115.3099976,114.3000031,114.7699966,100.8524933,10118600
8/17/2018,114.6399994,115.0699997,114.3000031,114.7699966,100.8524933,8505100
8/20/2018,114.5899963,115.0500031,114.1100006,114.6200027,100.7206726,8618700
8/21/2018,115.3700027,116.3899994,114.8799973,115.3199997,101.3358002,10976700
8/22/2018,115.3099976,115.4100037,114.7799988,114.9700012,101.0282364,8314700
8/23/2018,114.9599991,115.1500015,114.4300003,114.7300034,100.8173447,9265400
8/24/2018,114.9800034,115.2200012,114.4499969,114.6800003,100.7734146,8845700
8/27/2018,115.2200012,117.2799988,115.1699982,116.7099991,102.5572433,13768000
8/28/2018,117,117.0299988,115.9700012,116.1399994,102.0563736,8302600
8/29/2018,116.3499985,116.3700027,115.3600006,115.7600021,101.7224197,7221700
8/30/2018,115.5899963,116.0400009,114.9800034,115.1900024,101.2215805,8991800
8/31/2018,114.8300018,114.8399963,113.8199997,114.5800018,100.6855316,13065700
9/4/2018,114.3399963,115.2399979,113.6299973,115.1500015,101.1864166,10174200
9/5/2018,115,115.6999969,114.25,114.5899963,100.6943359,11462400
9/6/2018,114.5,114.6999969,113.5,114.0999985,100.2637405,9877600
9/7/2018,114.5,114.7699966,113.6299973,114.3199997,100.4570541,10955600
9/10/2018,114.8499985,114.9700012,113.6600037,113.7099991,99.9210434,8276900
9/11/2018,113.5400009,114.5800018,113.1800003,114.4300003,100.5537186,9333800
9/12/2018,114.25,114.8799973,112.8499985,113.0800018,99.36743164,10800800
9/13/2018,113.3700027,114.1299973,112.6699982,113.5199966,99.75408173,12470800
9/14/2018,113.8099976,114.4899979,113.2300034,113.5,99.7365036,10337900
9/17/2018,113.7900009,114.4300003,113.3000031,113.8399963,100.0352707,9561300
9/18/2018,114.3300018,114.6600037,113.5599976,114.3000031,100.439476,7944200
9/19/2018,114.4400024,118.0599976,114.4400024,117.6200027,103.3568954,16052800
9/20/2018,118.5,119.2399979,118.0800018,118.6299973,104.2443924,15590000
9/21/2018,119.1299973,119.2300034,117.7399979,117.8499985,103.5589981,24788200
9/24/2018,117.7600021,118.4599991,116.4300003,116.7200012,102.5660324,12492500
9/25/2018,117.0400009,117.9700012,116.3199997,116.3899994,102.2760468,9308300
9/26/2018,116.75,116.8700027,114.6600037,115.0199966,101.0721664,14023600
9/27/2018,115.4199982,115.7600021,114.1600037,114.5199966,100.6328049,13283000
9/28/2018,113.6500015,114.2399979,112.5199966,112.8399963,99.15653229,15815100
10/1/2018,113.3700027,114.6100006,113.0400009,113.5,99.7365036,10146300
10/2/2018,113.3600006,114.1200027,112.8099976,113.9700012,100.1495209,13753100
10/3/2018,114.9400024,115.6600037,114.4800034,115.0400009,101.0897598,17142000
10/4/2018,114.5500031,116.8099976,114.2099991,115.2699966,102.0011749,16357400
10/5/2018,115.8300018,116.0999985,114.0199966,114.6200027,101.4260025,13777600
10/8/2018,114.25,115.7799988,113.3499985,115.3199997,102.0454254,14370900
10/9/2018,114.6699982,115.0299988,113.6699982,114.5199966,101.3375168,14069500
10/10/2018,114.6999969,114.9499969,111.4700012,111.4700012,98.63860321,23086400
10/11/2018,110.9700012,111.4700012,107.3799973,108.1299973,95.68307495,33705600
10/12/2018,110.3700027,110.8300018,105.5999985,106.9499969,94.63890076,32075700
10/15/2018,107.1999969,108.8499985,106.3199997,106.3399963,94.09912872,18903200
10/16/2018,107.1600037,108.7799988,106.7300034,108.6200027,96.11668396,19302800
10/17/2018,108.3799973,110.8000031,108.2300034,109.8300018,97.1873703,18794500
10/18/2018,109.0199966,109.8399963,107.8099976,108.0899963,95.64767456,17582500
10/19/2018,107.6500015,109.2200012,107.2699966,107.9100037,95.48840332,15234500
10/22/2018,108.1500015,108.3399963,106.1100006,106.3600006,94.11682892,16199100
10/23/2018,104.1999969,106.1600037,103.6999969,105.25,93.13460541,21407500
10/24/2018,104.7600021,105.0299988,102.9100037,103.2900009,91.40020752,23168900
10/25/2018,104.1800003,105.9000015,103.7200012,104.8600006,92.78948975,17464700
10/26/2018,104,104.5599976,102.7300034,103.4199982,91.5152359,19174900
10/29/2018,104.4599991,106.6299973,103.6999969,104.8499985,92.78064728,18445200
10/30/2018,105.7099991,106.9800034,104.8600006,106.6999969,94.4176712,18019700
10/31/2018,108.0800018,110.4800034,107.7900009,109.0199966,96.47061157,20860000
11/1/2018,109.6200027,110.2200012,108.3199997,108.9800034,96.43523407,13065000
11/2/2018,109.9000015,110.8099976,107.4899979,108.3799973,95.90428925,19009200
11/5/2018,108.6100006,109.2900009,108.4199982,109.0899963,96.53256989,10276400
11/6/2018,108.6699982,109.6699982,107.7600021,109.5999985,96.98386383,10825000
11/7/2018,110.3700027,111.7300034,109.3499985,111.4800034,98.64746094,12679600
11/8/2018,111.0100021,112.9300003,111,112.3799973,99.44386292,11662500
11/9/2018,112.2300034,112.3600006,110.8300018,111.2900009,98.47933197,10432200
11/12/2018,111.4199982,111.9400024,108.5999985,108.9499969,96.40866852,13279700
11/13/2018,109.0999985,111.1200027,109.0999985,109.5899963,96.97501373,13746100
11/14/2018,110.2300034,110.7099991,105.9800034,107.3300018,94.97516632,18361400
11/15/2018,108.2399979,110.0800018,106.8099976,110.0699997,97.39976501,19100000
11/16/2018,109.4499969,110.7600021,108.5500031,109.9899979,97.32896423,13798600
11/19/2018,109.9599991,111.1999969,109.5299988,110.8300018,98.07228088,13987000
11/20/2018,109.7799988,110.4899979,107.9800034,108.4499969,95.96624756,18936200
11/21/2018,109.0299988,109.6100006,107.6399994,107.6399994,95.24947357,10619600
